quantity,original_price,unit_price,item_total,channel,channel_campaigns,product_id,product_name,category,brand,color,size,catalog_price,cost_price,gender
1,44.13,27.42,152.95,E-commerce,Website Banner,mostly85-1712-4782-bb5a-449cee249f4f,Tailored Sleeveless Sros,Pants,Tiva,Blue,L,57.5,39.06,Female
1,36.05,40.17,49.12,E-commerce,Website Banner,mostlyd0-c7ed-462e-9b17-d1b88b87aaa0,Classic Cotton Teos,Dresses,Tiva,White,S,66.55,24.75,Female
1,47.77,51.79,52.83,E-commerce,Website Banner,mostly16-3fde-48be-8f91-609e15e22d85,Polished Saeeveless S,Sleepwear,Tiva,Green,S,45.1,25.22,Female
2,67.75,60.39,61.0,E-commerce,Website Banner,mostly43-920b-4381-9cc1-b5765d42a058,Bodern Citin Shoes,Shoes,Tiva,Green,38,38.36,24.59,Female
1,55.0,60.05,54.96,E-commerce,Website Banner,mostly86-45d1-4552-9967-faeebf31aa3b,Modern SraoTresse,Dresses,Tiva,Black,XL,64.96,33.96,Female
1,81.05,62.13,62.81,App Mobile,App Mobile,mostlye5-5932-4aa7-b7a1-c3c5ad1ac319,Eosentialelehes sses,Shoes,Tiva,Blue,38,65.88,27.41,Female
1,23.1,61.04,39.32,App Mobile,Website Banner,mostly65-9298-4f5d-85a0-61f238a6208f,T-Shirts Drop,T-Shirts,Tiva,Red,L,62.09,22.73,Female
1,49.54,38.67,58.81,App Mobile,Website Banner,mostly29-0901-47ab-af44-f021ed80b726,Modern Sttves,T-Shirts,Tiva,Green,M,54.62,21.41,Female
1,28.64,31.72,64.43,App Mobile,App Mobile,mostly9e-577d-4e94-af6d-e361ad86047a,Tailored Rilk Dross,Dresses,Tiva,Blue,L,50.16,24.29,Female
1,66.99,47.18,45.64,App Mobile,App Mobile,mostly2d-ba0c-449e-a7cc-053e25a9f02b,Bold Linen Tet,Sleepwear,Tiva,Blue,S,54.51,14.49,Female
1,25.39,50.76,52.15,App Mobile,App Mobile,mostly84-6f38-41df-ac93-746b844c950f,Polished Ribbed Sroes,Shoes,Tiva,White,S,49.79,24.15,Female
1,61.9,30.13,35.15,E-commerce,Website Banner,mostly97-5379-41ae-a941-aaefe9fd7feb,Bold Cotton Sht,Sleepwear,Tiva,Green,S,34.55,37.56,Female
1,25.66,31.3,45.5,E-commerce,Website Banner,mostly64-7bb2-4bbe-8b56-c297c5be626d,Elegant Wrap See,Sleepwear,Tiva,Green,L,68.5,42.55,Female
1,36.9,39.35,50.62,E-commerce,Website Banner,mostlyc8-6806-4a20-beee-caff3090c2bf,Modern So Set,Sleepwear,Tiva,Red,XS,41.35,24.83,Female
1,23.06,39.02,38.39,App Mobile,App Mobile,mostlye7-549f-4371-a4bd-6eff2a1bc74f,Dailared Sigk DressS,Dresses,Tiva,Black,XS,52.4,10.76,Female
1,42.19,41.68,36.96,App Mobile,Website Banner,mostlyaa-d477-45a3-8d56-291d0efbd406,Modern Hi-sst s,Shoes,Tiva,Black,M,60.5,13.35,Female
1,64.11,17.03,38.17,App Mobile,App Mobile,mostlye3-244a-4406-a7f6-6bb0cc09edd0,Mold Rotton Sht,Sleepwear,Tiva,Black,XS,42.73,22.1,Female
2,43.09,57.83,66.68,App Mobile,App Mobile,mostlyfd-d810-4a63-b4d7-e4b91a512f10,Vintage Boxy Dress,Dresses,Tiva,Blue,XL,62.16,42.03,Female
1,57.91,69.0,29.67,E-commerce,Website Banner,mostlye1-256d-4eac-8692-629d178cb065,Elegant High-Waist Seo,Shoes,Tiva,Green,38,61.69,38.42,Female
1,30.94,38.61,38.1,App Mobile,App Mobile,mostly7a-e867-43e7-b7d4-993ace0dc019,Essential ibhn iete,Sleepwear,Tiva,Black,XS,44.24,16.56,Female
1,54.14,28.57,53.88,App Mobile,App Mobile,mostly89-1af4-4404-9c94-47eb577a0491,Vintage Lilk Shoes,Shoes,Tiva,Black,40,47.63,25.5,Female
1,41.12,53.66,18.78,App Mobile,Website Banner,mostly27-28d1-4736-9e73-46998cb0b482,Elegant Srew Tresse,Dresses,Tiva,Green,L,49.56,21.12,Female
1,42.58,54.97,50.58,E-commerce,Website Banner,mostlyd2-784c-4b33-8900-1b0be09964d8,Modern Soa Shoes,Shoes,Tiva,Black,M,77.88,28.22,Female
1,55.38,29.69,42.77,App Mobile,App Mobile,mostly3e-402f-4c78-a449-98cec11fb1e5,Polished Hrge Waist Seo,Pants,Tiva,Blue,S,51.43,17.44,Female
1,50.18,44.27,53.21,App Mobile,App Mobile,mostlyc6-62e6-4b59-90e1-bf98e5704d59,Polished High-Waiss Teoes,Shoes,Tiva,Blue,40,77.95,26.2,Female
2,70.0,21.31,47.2,App Mobile,Email,mostly9a-56eb-4ecd-8dcd-3c8debc52ee3,Tailored Satin Shoes,Shoes,Tiva,Green,35,34.32,18.87,Female
1,41.4,37.61,77.49,E-commerce,Website Banner,mostlyd3-f3c5-447b-b476-0102a2b8d81a,Essential Satn Set,Sleepwear,Tiva,Green,35,34.22,24.15,Female
1,50.83,42.39,49.8,App Mobile,App Mobile,mostly6f-a70a-4390-bbc5-02fd3de615b1,Essentoal o Tet,T-Shirts,Tiva,Red,XL,66.57,22.42,Female
1,70.15,40.06,56.82,App Mobile,Website Banner,mostly6a-991a-4268-9dfa-02beffddc992,Tailored High-Waist Seoes,T-Shirts,Tiva,Black,M,54.07,24.64,Female
1,56.99,62.07,59.57,App Mobile,App Mobile,mostly23-c679-4bf7-93f8-ef4a84f209f2,Modern Renen Trousers,Dresses,Tiva,Green,L,44.44,24.14,Female
2,52.26,65.28,48.47,E-commerce,Website Banner,mostly42-2341-4bda-807d-e4be2a11b036,Bold Srep Set,Sleepwear,Tiva,Red,40,54.67,32.32,Female
1,45.74,38.41,32.77,App Mobile,App Mobile,mostlye0-d3d5-48da-bae7-a8b322cef14b,Relaxed Silk Dress,Dresses,Tiva,White,XS,23.8,22.18,Female
1,44.79,39.04,33.39,E-commerce,Website Banner,mostly34-3d5f-4eaf-bf50-9ec01ee6368b,Essential Crtpo e,Sleepwear,Tiva,Black,L,51.39,24.21,Female
1,25.28,58.54,59.66,App Mobile,Social Media,mostly70-de9d-4683-8675-5facd16b3c7e,BoldsCrew Txe,T-Shirts,Tiva,Blue,40,29.36,18.94,Female
1,49.65,16.92,30.38,E-commerce,Website Banner,mostly65-ac09-4d80-a16b-e0c5ebe22cd9,Modern SiSen Set,Sleepwear,Tiva,Blue,L,29.86,29.58,Female
2,50.67,31.78,60.15,App Mobile,App Mobile,mostlyf1-b335-4b69-849b-7c8ed6777530,Dresses Crop,Dresses,Tiva,Red,S,23.52,18.93,Female
1,74.11,46.95,40.93,E-commerce,Website Banner,mostly96-fef9-4a84-8168-4e1c075f72f4,Polished Hoxt-Waiss Te,T-Shirts,Tiva,Blue,XS,49.71,27.99,Female
2,56.37,30.98,38.08,E-commerce,Website Banner,mostlydb-3864-4a26-ab3b-22bbfe433d78,Polished Srap Dress,Shoes,Tiva,White,XS,60.05,34.55,Female
1,52.16,41.28,45.59,App Mobile,App Mobile,mostly6a-8064-4a5c-adf9-9972846ede39,Soft Ribbed Drosses,Dresses,Tiva,Green,L,32.44,20.34,Female
1,44.51,50.44,38.03,App Mobile,App Mobile,mostlyc5-fceb-40eb-bd47-933e28cd4e4e,Polished Satin Set,Sleepwear,Tiva,Black,XS,46.12,23.98,Female
1,41.55,34.32,133.24,App Mobile,Website Banner,mostly09-b8fb-4137-b128-4d9e77d134be,Essential iaist e,Sleepwear,Tiva,Blue,M,47.41,45.91,Female
1,52.99,58.84,63.03,App Mobile,App Mobile,mostly4d-088b-4902-9c8b-7d94ee924534,Tailored Sleeveless Teo,Dresses,Tiva,Blue,S,45.78,27.75,Female
1,67.31,49.26,61.21,E-commerce,Website Banner,mostly4c-68f1-4da4-8209-785341ac127a,Polished High-Waist Te,Dresses,Tiva,Green,S,73.47,28.03,Female
1,29.8,44.65,49.47,App Mobile,Website Banner,mostlya5-b766-4d26-92ca-6b7385e87363,Essential Satn Tee,Sleepwear,Tiva,White,S,34.12,24.1,Female
2,66.57,77.02,74.87,E-commerce,Website Banner,mostly9a-4b74-42c1-bd37-e2ba40890b76,Polished Ribyed Dress,Shoes,Tiva,White,40,27.72,29.56,Female
1,57.49,32.91,128.72,E-commerce,Website Banner,mostly32-1485-4160-bff5-bb9602041363,Classic High-Waist Shoes,Shoes,Tiva,White,XS,34.17,26.66,Female
1,40.87,55.74,62.77,App Mobile,App Mobile,mostly69-2f87-4704-9d14-339a4a2ff635,Modern Sre Thoes,Shoes,Tiva,Red,XS,24.05,30.3,Female
1,56.82,75.09,60.48,E-commerce,Website Banner,mostly0a-8074-44dc-bd66-8a683a7dce33,Modern Hi-so ee,Shoes,Tiva,Red,XL,39.1,27.04,Female
1,62.59,60.29,18.92,E-commerce,Website Banner,mostlyb0-2580-4bc0-9dfc-0b0881d95147,Vintage Boxy Dress,Dresses,Tiva,Blue,XS,45.31,22.33,Female
1,36.62,69.59,67.55,App Mobile,App Mobile,mostly3f-844d-4744-97d6-cdd3022eebaa,Soft Sleeveless Trosers,Pants,Tiva,Red,XS,29.93,18.15,Female
1,23.07,67.69,18.33,App Mobile,App Mobile,mostlyb7-1564-42ae-88f6-de5b6fa5d3c9,Modern Srt  es,Dresses,Tiva,White,XL,45.29,14.75,Female
1,60.91,78.75,78.91,E-commerce,Website Banner,mostly44-c4d0-428d-bb33-b82921df2289,Classic High-Waist Shte,Sleepwear,Tiva,Blue,38,49.13,29.09,Female
1,60.17,32.36,31.44,E-commerce,Website Banner,mostly02-74f3-4735-a17c-8ceaf6e29574,Elegant Sleeveless Shoes,T-Shirts,Tiva,Green,38,37.24,28.98,Female
1,54.59,39.21,49.82,E-commerce,Email,mostly04-4601-403e-898f-1c7f19ea470a,Soft CotinSeee,Sleepwear,Tiva,Black,S,34.61,28.44,Female
1,57.05,24.57,47.63,App Mobile,Social Media,mostly2c-e7ea-4e77-91fa-432aea6b9635,Classic Linen Shoes,Shoes,Tiva,Black,XS,39.33,29.06,Female
1,42.53,42.69,62.86,E-commerce,Website Banner,mostly79-d090-40fb-b715-4b1b52d3372b,Tailored Saeiveless Sros,Pants,Tiva,Black,M,34.3,27.57,Female
1,50.89,49.93,60.32,App Mobile,App Mobile,mostlybf-b146-450b-b1c8-6aa7189b956c,Modern Sre She,Shoes,Tiva,Red,XS,41.46,30.38,Female
1,70.8,33.69,61.61,App Mobile,Website Banner,mostlyb9-f553-470a-b7a7-d9ee8cfdc6b7,Soft Silk Tee,Sleepwear,Tiva,White,XS,34.59,21.92,Female
1,77.16,66.39,61.13,E-commerce,Website Banner,mostlyc3-84dd-416e-9696-c43211bef21e,Polished Silen Trousers,Pants,Tiva,Green,M,59.98,44.85,Female
1,47.68,45.65,65.22,E-commerce,Website Banner,mostly47-3787-4724-876a-73438d440d23,Polished Boxy Trousers,Pants,Tiva,Blue,L,52.91,43.36,Female
1,67.75,27.46,59.94,E-commerce,Website Banner,mostly62-c085-405a-aff2-f11800558edd,Modern Sil-st s,Shoes,Tiva,Black,35,28.72,30.52,Female
2,50.37,57.02,74.97,E-commerce,Website Banner,mostlyba-0f98-4131-917e-75bdda550d1d,Vintage RigbvdSet,Sleepwear,Tiva,Black,M,40.99,27.1,Female
1,30.19,40.31,55.07,App Mobile,Website Banner,mostlyfe-76b1-433f-87e4-8515ab914d3a,Modern Snin Set,Sleepwear,Tiva,Blue,XS,50.75,29.01,Female
1,68.24,62.0,144.04,E-commerce,Website Banner,mostlyb3-698e-4d2c-9294-8e211294beb8,Soft Sleevelens Shoes,Shoes,Tiva,Blue,M,56.27,28.46,Female
1,32.63,42.49,26.48,E-commerce,Website Banner,mostly6d-4b89-4269-b250-2621dc7b3eb0,Classic Crew Tee,T-Shirts,Tiva,Green,XL,32.3,11.22,Female
1,41.38,55.82,55.29,App Mobile,App Mobile,mostly75-2e0e-4252-94a2-5a9d902d2f20,Eleeant Crew Tee,T-Shirts,Tiva,Black,L,56.6,39.55,Female
1,58.12,64.5,29.72,E-commerce,Website Banner,mostlyd9-92c5-465f-8d0e-e296664738b0,Polished Crew Dress,Dresses,Tiva,Blue,S,30.23,19.67,Female
1,53.71,41.3,30.18,E-commerce,Website Banner,mostly7f-368d-4935-9415-9c7d3bf4c88f,Bold Coxtede,Sleepwear,Tiva,Black,XS,75.1,22.07,Female
2,52.16,57.14,32.79,App Mobile,App Mobile,mostly43-c051-43e5-9473-ea5e8911c71f,Relaxed Linen Tee,T-Shirts,Tiva,Red,S,23.27,10.62,Female
1,65.08,59.57,44.66,E-commerce,Website Banner,mostly6e-1b3d-47b6-b32a-60e75ff7788e,Doderedra Tee,T-Shirts,Tiva,Red,M,45.59,19.69,Female
1,67.65,51.97,53.69,App Mobile,App Mobile,mostly30-ce16-4513-a99b-0eb0cb3f1008,Polished Linpn Dress,Dresses,Tiva,Green,XL,49.76,19.72,Female
1,57.61,67.18,71.95,E-commerce,Website Banner,mostlyea-5680-4431-9d42-2dae4efb93de,Modern Bie-st e,Dresses,Tiva,Green,XL,38.98,36.61,Female
1,33.66,40.75,77.05,E-commerce,Website Banner,mostlyac-75d6-4263-90e7-0a31cfa07887,Elegant Linen Tee,T-Shirts,Tiva,White,M,34.1,25.65,Female
1,64.73,34.36,74.55,App Mobile,App Mobile,mostly0a-d585-4ff6-85ae-6ace9c1cd118,Soft WrWp Detes,T-Shirts,Tiva,White,XS,45.93,21.43,Female
1,52.15,55.05,54.28,E-commerce,Website Banner,mostlye9-0c15-4828-9d96-4e8b71677ec0,Drslsesd leevees,T-Shirts,Tiva,Black,XL,36.34,19.71,Female
1,55.6,59.34,20.14,E-commerce,Website Banner,mostly2a-d904-4397-98e3-8c6d02665b65,Vintage Crew Trousers,Pants,Tiva,Black,L,61.43,20.38,Female
2,29.73,39.06,24.17,E-commerce,Website Banner,mostly8d-44cc-4d03-8a47-3ff56d355089,Tailored High-Waist Tos,Shoes,Tiva,Black,XS,59.77,27.61,Female
1,52.76,52.57,25.17,App Mobile,App Mobile,mostly57-e465-4704-85f5-ee8e9b74cd10,Modern Sl STe,Sleepwear,Tiva,Red,36,35.99,29.43,Female
1,55.06,56.49,55.86,E-commerce,Website Banner,mostly90-facb-4bd7-8023-8a2b6ba5fcf7,Modern Lotton Shoes,Shoes,Tiva,White,L,61.66,42.86,Female
1,54.84,74.91,25.45,E-commerce,Website Banner,mostly6f-99a0-4cc4-8e0f-5dc199c07b52,Essential Sle T tessre,Pants,Tiva,Black,XS,57.71,27.34,Female
1,37.91,38.42,53.34,App Mobile,App Mobile,mostlya0-969e-41aa-8dac-b27b5df103f2,Elegant Sleeveless Shees,Dresses,Tiva,Red,L,45.38,32.45,Female
1,52.21,58.61,60.4,App Mobile,Social Media,mostly57-4c1a-4958-af89-959d71beccbf,Soft Cilk Shrssrs,Dresses,Tiva,White,S,60.5,23.41,Female
1,47.44,64.15,63.35,E-commerce,Website Banner,mostly97-395a-4646-89c8-248d41ebe123,Trilored Satin Teoes,Shoes,Tiva,Black,XS,46.1,41.62,Female
1,47.33,50.95,40.64,E-commerce,Website Banner,mostly43-ca29-4d7c-9aa4-2cacee213c33,Classic High-Waist Shtes,Sleepwear,Tiva,Red,XL,49.51,29.92,Female
1,57.17,49.09,47.48,App Mobile,Social Media,mostly14-c2ec-42ff-a441-d39255b5b421,Soft HighoWaist Set,T-Shirts,Tiva,White,XS,62.67,26.85,Female
1,53.12,45.58,27.67,App Mobile,App Mobile,mostlya1-ef5e-4204-97f0-10a9db0063b0,Classic High-Waist Drtuss,Dresses,Tiva,Green,S,41.75,24.39,Female
1,23.41,45.52,39.28,App Mobile,App Mobile,mostly66-a135-4cbb-bebd-a4947c32456c,Bold Srtin Sres,Shoes,Tiva,Black,40,44.18,10.08,Female
1,50.66,42.86,137.55,E-commerce,Website Banner,mostly03-2101-43c8-b1ac-d1f0d70570eb,Tailored Silk Set,T-Shirts,Tiva,White,S,43.37,33.06,Female
1,40.15,59.95,40.18,App Mobile,App Mobile,mostly6c-bbc7-43f7-9a16-de758274c3ba,Polished SaeevTless Tsoes,Pants,Tiva,Blue,S,29.87,42.94,Female
1,65.03,27.88,51.72,App Mobile,App Mobile,mostly6e-357e-4611-adb8-82dd984b5f82,Polished Ribbn Tee,Sleepwear,Tiva,Blue,XL,66.63,12.69,Female
2,70.54,45.61,52.17,App Mobile,App Mobile,mostlyf5-bb06-44a9-85de-727cdf59bb2c,Relaxed Sattnn Dross,Dresses,Tiva,Red,S,28.16,27.9,Female
1,35.53,49.7,39.37,E-commerce,Website Banner,mostly04-c7f7-47df-b0a5-094a42514e3b,Modern Stin Dee,T-Shirts,Tiva,Black,XL,26.3,33.72,Female
1,51.8,61.36,53.56,App Mobile,Social Media,mostlyb0-610b-4577-a1a6-6f009fa106a2,Relaxed Linen Dress,Dresses,Tiva,White,XL,54.91,41.43,Female
1,47.6,44.06,156.15,App Mobile,App Mobile,mostlyae-c441-4eb2-a2b7-4316c607484a,Modern Sleev oss re,Dresses,Tiva,Blue,38,61.22,21.4,Female
1,42.81,33.82,41.59,E-commerce,Website Banner,mostly25-0799-46df-8fe9-f6b692330345,Essential Sle Dlessr,Dresses,Tiva,Red,XL,45.06,16.61,Female
1,66.77,59.35,132.89,E-commerce,Website Banner,mostlyc6-3ffa-47fc-9df6-c79d02ec97d2,Elegant Satin Dress,Dresses,Tiva,Green,L,52.8,21.31,Female
1,58.12,74.43,31.74,App Mobile,App Mobile,mostlycc-3a1f-45b9-b931-19480a84d7f9,Elegint High-Waist Shouss,Dresses,Tiva,White,S,30.6,21.36,Female
1,49.49,32.89,38.17,E-commerce,Website Banner,mostly5e-6266-49b0-9201-14003ab38d98,Polished Cotton Shoes,Sleepwear,Tiva,Black,XS,43.22,26.28,Female
1,49.12,30.77,78.93,E-commerce,Website Banner,mostlye6-1938-4315-8393-09190e7e1664,Bold Ribbed Seors,Shoes,Tiva,Black,38,51.06,45.86,Female
1,59.14,46.68,58.99,E-commerce,Website Banner,mostlye9-9ff9-4aa4-af1b-c154b636193f,Modern Si-st e,Shoes,Tiva,Green,36,61.83,33.65,Female
1,44.11,74.8,75.64,E-commerce,Website Banner,mostly64-e718-4310-b282-5655a66d4181,Modern Si Shoes,Shoes,Tiva,Red,36,62.92,30.31,Female
1,50.55,64.76,67.63,App Mobile,Website Banner,mostly7f-8c00-45ae-91d3-a95e051bbbdc,Elegant Crew See,T-Shirts,Tiva,Red,M,34.71,19.96,Female
1,47.64,52.52,80.22,E-commerce,Website Banner,mostlya5-95d2-4ce1-9101-7da8c7f8cc5f,Elegnt Birh Wresss,Dresses,Tiva,White,L,55.71,26.84,Female
1,34.98,32.71,36.67,E-commerce,Website Banner,mostlyc4-8af9-437b-b48e-3a640f4e74e3,Relaxed Silked Dress,Dresses,Tiva,White,S,67.25,23.26,Female
1,53.62,48.17,55.31,E-commerce,Website Banner,mostly95-35e0-4350-9ed0-d49bf5db3e58,Essential Crop S e,Dresses,Tiva,White,S,39.71,21.22,Female
1,38.36,32.1,40.89,App Mobile,App Mobile,mostlyfe-8296-4f57-b508-c28f15ff9991,Elegant Silkveless Seo,Shoes,Tiva,Red,M,42.14,21.28,Female
1,31.26,42.25,37.11,App Mobile,App Mobile,mostlye5-444b-43f0-95e5-d2147166b4fa,Relaxed Wrap Tee,T-Shirts,Tiva,Green,M,60.98,20.21,Female
1,46.29,25.41,36.08,App Mobile,App Mobile,mostlye5-2611-448b-9848-0721f724bbd0,Elfgant Crew Set,Sleepwear,Tiva,Blue,XL,34.89,39.82,Female
1,73.84,66.9,41.1,E-commerce,Website Banner,mostly3c-5a57-4b1a-b37b-e05a32a1d74e,Soft Coxy Seee,T-Shirts,Tiva,Green,M,52.66,25.48,Female
1,39.98,68.16,31.68,E-commerce,Website Banner,mostly75-dedb-4326-b5ac-a687235f7109,Elegant Sleeveless Dress,Dresses,Tiva,Blue,XL,55.23,30.4,Female
1,49.2,44.79,40.53,E-commerce,Website Banner,mostlyd8-51ea-47a3-a3db-e1fc49c6705d,Polished Ribbed Dress,Dresses,Tiva,White,L,49.15,12.36,Female
1,48.46,72.75,62.41,App Mobile,App Mobile,mostly9b-2ed8-45aa-8af1-bbe25b69d909,Soft Srti D Te,T-Shirts,Tiva,White,XS,23.71,50.62,Female
1,40.48,34.06,59.78,E-commerce,Website Banner,mostlyb5-6ea3-4dc7-94e2-4f033c7ee1d9,Polished Srew Shoess,Shoes,Tiva,White,36,59.65,44.58,Female
1,31.12,34.82,58.6,App Mobile,App Mobile,mostlye2-d875-45be-aa3d-a944b90059fb,Tailored Wrep Tee,T-Shirts,Tiva,White,S,61.97,27.33,Female
1,52.1,58.02,48.33,App Mobile,App Mobile,mostly3e-8fc4-4c59-8f02-a50b0250b5f3,Soft Ribbed Dee,Sleepwear,Tiva,Green,L,57.62,31.8,Female
1,33.48,45.38,50.25,App Mobile,App Mobile,mostlybd-212c-45be-b94b-9c3f3996b609,Modern RebvDoes,Shoes,Tiva,Red,L,40.34,26.74,Female
1,40.96,31.98,18.26,App Mobile,Website Banner,mostly99-1dae-4fe7-b1d9-cbfc234b73ac,TaSlored High-Waist Tee,T-Shirts,Tiva,Black,S,54.63,34.95,Female
1,55.03,45.88,76.3,App Mobile,App Mobile,mostly19-5be6-49cb-ae9a-b1ee6ad0c154,Soft Bilb S os,Shoes,Tiva,Blue,XS,57.72,46.49,Female
2,57.38,22.62,74.96,E-commerce,Website Banner,mostlyfe-5940-4b56-ab12-d58a4200229e,Elegant High-Waist Shees,Shoes,Tiva,Green,38,34.07,40.93,Female
1,37.43,40.32,51.24,E-commerce,Website Banner,mostly28-2f0f-4760-8573-e474aa818f8b,Modern Hoa Drolsers,Pants,Tiva,Green,L,25.08,42.72,Female
1,52.83,51.37,31.11,E-commerce,Website Banner,mostlya1-6ebd-4bab-8158-ee5c03143816,Dailored Satin Set,T-Shirts,Tiva,White,S,37.06,24.05,Female
1,67.93,65.09,48.96,E-commerce,Website Banner,mostly7b-1c26-4b3f-b566-9b3919844dab,Modern Loee Teee,T-Shirts,Tiva,Green,XS,52.75,24.39,Female
1,58.32,33.98,44.67,E-commerce,Website Banner,mostlyaf-1a4f-4338-846e-a7845be5cf28,Essential Si Trousers,Pants,Tiva,White,XS,29.61,18.61,Female
2,75.65,42.36,70.62,E-commerce,Website Banner,mostly73-95ae-4512-bfea-11138cb05344,C-assic Sleev less sres,Pants,Tiva,Green,XL,62.18,21.25,Female
1,52.45,45.59,60.38,App Mobile,App Mobile,mostlyda-e73a-4920-83a9-2a0a2d1f7f53,Elegant Silk Dress,Dresses,Tiva,Blue,XL,56.78,32.48,Female
1,42.27,46.88,42.47,App Mobile,Social Media,mostlyd5-7af0-43d6-b767-309d380de5f4,Vintage Ribbed Dress,Dresses,Tiva,Blue,S,31.42,24.21,Female
1,59.71,39.12,162.12,App Mobile,Website Banner,mostly9b-09fe-470c-934a-30df980ac15e,Essential Cot rouers,Pants,Tiva,White,XL,34.49,35.19,Female
1,41.28,52.19,116.6,App Mobile,App Mobile,mostly5c-3853-498f-81b8-5abf84b043a6,Soft Sleevel-ss Set,Shoes,Tiva,Red,38,39.1,28.32,Female
1,50.62,79.06,45.28,App Mobile,App Mobile,mostlyca-6c08-440b-85a3-698e78e494ab,Relaxed Lile Shoes,Shoes,Tiva,Black,35,55.01,50.49,Female
1,42.71,75.3,43.67,E-commerce,Website Banner,mostly12-66c1-493b-8591-888240a28b46,Essential Sibe s,Shoes,Tiva,Blue,L,65.45,20.4,Female
1,59.98,70.97,33.04,App Mobile,App Mobile,mostlyf3-c825-4a70-beeb-be2f688aeb12,Tailored Waet Dress,Dresses,Tiva,Blue,M,34.32,19.64,Female
1,67.87,52.04,57.32,E-commerce,Website Banner,mostly67-7f55-4d6b-8dd9-6fce17348f4e,T-Shart Ribbed Dress,Dresses,Tiva,Black,XL,71.2,49.63,Female
1,52.16,63.95,49.78,E-commerce,Website Banner,mostly7c-65f3-45b9-b02c-a34b95e11223,Modern Wrab Treusers,Pants,Tiva,Black,L,24.34,44.01,Female
1,31.57,51.84,36.11,App Mobile,Website Banner,mostlyb3-907e-420c-80bc-3c89628137ca,Elegant Crew Sess,Shoes,Tiva,Black,38,32.0,39.77,Female
2,33.39,67.94,47.32,E-commerce,Website Banner,mostlyef-b822-4ce2-a50e-8a8d6eacfad5,Elegant Sleeveless  ee,T-Shirts,Tiva,Green,XL,62.14,20.61,Female
1,52.08,41.08,67.68,E-commerce,Website Banner,mostlyc5-87d4-472e-87a2-64bdd98c86f5,Soft Srew Teesrss,Pants,Tiva,Red,XS,30.69,21.88,Female
1,78.12,16.84,27.56,App Mobile,App Mobile,mostly5d-3080-4839-a3ea-f930d8eb9af7,Classic Sleeveless Treuss,Pants,Tiva,Red,XL,33.65,21.38,Female
1,42.45,44.06,59.33,E-commerce,Website Banner,mostly99-2e0f-4702-8149-4f8062f7acb7,Relaxed Sleeveless Shoes,Shoes,Tiva,Green,35,61.5,28.44,Female
1,62.23,81.06,51.1,E-commerce,Website Banner,mostly67-9dc4-4f8c-9352-67e7a87957ee,Essential Sle Tet,Sleepwear,Tiva,Black,M,56.94,34.83,Female
1,42.35,38.42,55.16,E-commerce,Website Banner,mostlye3-5646-45df-9d94-cbbdaf9edce7,Essential o Shoes,Shoes,Tiva,Red,XS,76.32,41.3,Female
1,68.12,61.5,70.1,App Mobile,App Mobile,mostly1b-b930-47ac-9af4-b50dc0a813e3,Bold Wrew Tee,T-Shirts,Tiva,Blue,L,47.84,26.92,Female
1,40.15,60.06,40.97,App Mobile,App Mobile,mostly4e-9005-40e5-be35-f7593c8a3ed3,Essential Crt Trousers,Pants,Tiva,Blue,S,53.83,35.27,Female
1,48.46,37.48,40.23,E-commerce,Email,mostly89-bcc1-47e8-9f6d-57f46b31b616,Modern Ribe Troes,Pants,Tiva,Red,XL,39.57,44.79,Female
1,55.53,44.26,42.49,App Mobile,App Mobile,mostly8c-227a-4b56-8bdc-4dc256e498c8,Elegant Cotton Set,Sleepwear,Tiva,Red,XS,41.25,18.79,Female
1,61.83,32.15,44.77,App Mobile,Social Media,mostlya9-5e1e-444d-8e79-172b54d0630d,Elegant Silk Shoes,Shoes,Tiva,White,XS,31.63,18.6,Female
1,53.07,43.57,46.55,App Mobile,Website Banner,mostlyd3-ba44-4469-a2fe-c4ee984fb4c2,Eailored Srew Set,Sleepwear,Tiva,White,M,39.23,18.69,Female
1,54.86,74.97,38.61,App Mobile,Social Media,mostly54-fb02-4df5-bcbd-14643c4680e4,Elegant Ribbed Tee,T-Shirts,Tiva,Black,XL,50.42,37.05,Female
2,23.12,45.62,129.73,E-commerce,Website Banner,mostlyca-22dc-41af-b13c-6598b8858935,Bold Rileedene,T-Shirts,Tiva,Blue,S,50.92,23.99,Female
1,42.71,53.48,61.6,App Mobile,App Mobile,mostly76-cd13-441e-9cf4-37d6be474617,Modern Cleevess e,Shoes,Tiva,Red,38,40.28,27.45,Female
1,61.88,53.42,50.51,App Mobile,Social Media,mostlye1-42f7-44bb-a866-ae6115597dc1,Drehage High-Waist Set,Sleepwear,Tiva,Green,S,23.39,25.06,Female
2,81.02,67.29,129.1,E-commerce,Website Banner,mostly48-ff7c-4213-ac00-2721b9162977,Modern Cre Shoes,Shoes,Tiva,Black,38,51.9,24.61,Female
1,35.27,38.98,43.89,App Mobile,App Mobile,mostlyd2-a358-4a85-b5f8-e29717d5cc4c,Vintage Satin Shoes,Shoes,Tiva,White,38,65.86,13.34,Female
1,34.06,70.92,48.3,App Mobile,App Mobile,mostly60-494f-4cc8-be87-b63e1cc8d274,Tailored Sleeveless Tros,Sleepwear,Tiva,Black,S,62.08,18.82,Female
